Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,ClassValues
0.052299,-0.031662,-0.017855,-0.015511,0.033258,0.017368,0.005757,-0.034594,-0.030609,No-use
0.043442,-0.017887,-0.003873,-0.010796,0.045831,-0.019096,-0.000583,-0.041311,-0.03128,No-use
-0.017923,-0.010749,-0.040768,-0.043899,-0.00512,0.005482,-0.005128,-0.021897,-0.007542,No-use
-0.009547,0.041228,-0.020704,-0.007768,0.008139,0.000777,0.024419,0.028957,-0.010527,No-use
-0.009375,-0.022573,0.023086,0.000007,0.044105,-0.028786,0.012334,0.013624,-0.033813,No-use
-0.035077,0.029752,-0.032752,0.002356,-0.001523,-0.019255,0.022569,0.026177,0.004814,No-use
-0.003968,-0.041896,0.004668,0.013397,-0.016182,-0.023337,0.024659,-0.01013,-0.02057,No-use
-0.025299,-0.072547,-0.005426,0.01305,0.072231,0.017727,-0.000767,-0.034251,-0.044501,No-use
-0.006194,-0.021674,0.003201,0.029386,0.042467,0.037049,0.03319,0.014479,-0.043305,No-use
0.070771,-0.004331,-0.033259,-0.008743,0.03321,0.049398,0.017018,-0.027464,-0.03067,No-use
-0.031141,0.001408,-0.028459,0.001324,-0.023226,-0.019156,0.023428,0.01381,0.003241,No-use
-0.025283,0.006595,0.021724,-0.020867,-0.023552,-0.029017,0.014682,-0.00512,-0.031699,No-use
-0.01132,0.033584,-0.006846,0.023916,0.049156,-0.020836,0.024593,0.022497,-0.018123,No-use
0.028816,-0.035998,0.044215,0.003316,0.035401,-0.02603,0.051416,-0.014351,0.031741,No-use
-0.030856,0.000308,-0.030165,-0.029292,0.036555,-0.021535,-0.011012,-0.017351,-0.010023,No-use
0.002647,0.018395,0.034653,-0.008869,0.019669,-0.016722,0.052324,-0.007412,0.034191,No-use
0.050742,-0.014085,0.001704,-0.047377,-0.041746,0.05559,0.063205,0.004963,0.044617,No-use
0.027164,0.023735,-0.004769,-0.021991,-0.042854,-0.037163,0.022322,-0.001456,-0.006548,No-use
-0.012013,-0.042767,0.026421,0.007303,-0.017929,-0.01426,0.023091,-0.019284,-0.040769,No-use
-0.000974,-0.002994,0.002594,0.036163,-0.041522,-0.010162,0.039917,-0.030625,-0.027812,No-use
0.016521,-0.034056,-0.008983,-0.016669,0.0205,0.003424,0.000864,-0.044106,-0.033768,No-use
-0.013264,0.016124,0.018489,-0.001913,0.063341,-0.032066,0.011037,0.02636,-0.031113,No-use
-0.04005,0.02051,-0.031185,-0.013519,-0.023685,-0.024752,0.018406,0.022761,0.007784,No-use
-0.005266,-0.025881,0.010996,-0.008506,-0.036784,0.01285,0.02708,-0.009409,-0.036144,No-use
-0.005481,-0.005777,0.03317,-0.039068,0.005348,-0.030037,-0.039551,-0.052824,-0.036773,No-use
-0.017663,-0.027632,0.032044,0.00082,-0.001617,0.014767,0.058195,-0.017472,0.026604,No-use
-0.040591,0.017676,-0.055825,-0.028993,0.001097,-0.018407,-0.005166,-0.018101,0.008782,No-use
-0.027805,-0.023869,0.021173,-0.032226,0.026188,-0.036312,0.001514,0.022899,-0.026282,No-use
0.019961,0.050397,-0.021681,-0.044389,-0.021867,0.045412,0.027569,0.035773,-0.019971,No-use
0.065544,0.043905,0.006126,0.010173,0.004868,-0.045794,0.001117,0.008058,0.002766,No-use
-0.035945,0.02817,-0.011732,0.017324,0.02024,-0.001691,0.026638,0.018017,-0.020056,No-use
-0.026734,-0.018497,-0.026792,0.011698,-0.020529,-0.013176,0.026377,0.008966,-0.000158,No-use
0.071426,0.008942,-0.008595,-0.020351,-0.056503,-0.026686,0.029708,-0.008051,-0.004978,No-use
-0.024772,-0.006674,0.020643,0.014429,-0.035439,0.00026,0.031094,-0.025404,-0.044007,No-use
-0.023871,0.021404,-0.029802,0.01648,-0.004649,-0.017034,0.028189,0.015541,0.000826,No-use
0.010828,-0.039821,-0.015498,0.026194,-0.01779,-0.032991,0.029337,-0.007137,-0.002087,No-use
-0.002815,-0.073291,-0.017759,0.021648,-0.003678,-0.022293,0.024432,0.00408,-0.002036,No-use
0.007118,0.008231,-0.019464,0.039304,-0.042242,-0.022421,0.041047,-0.021103,-0.006486,No-use
-0.038781,-0.011271,0.002803,-0.028036,0.009738,0.001822,0.045413,0.019117,0.056496,No-use
-0.035596,0.010959,-0.029822,-0.006098,-0.023456,-0.021954,0.020917,0.018286,0.005513,No-use
0.008178,-0.054065,-0.021888,-0.068142,-0.012848,-0.005399,0.002879,0.04761,0.005405,No-use
-0.002783,0.052365,-0.062155,-0.006707,-0.000287,0.060327,0.020809,-0.021945,-0.016084,No-use
-0.023084,0.012324,0.005545,-0.038191,-0.037703,0.001659,0.017036,0.008494,-0.027057,No-use
-0.021432,-0.010395,0.024776,-0.042836,-0.006501,-0.049133,0.001657,0.009951,-0.023918,No-use
-0.048682,0.006452,-0.033768,-0.032134,0.001817,-0.006148,-0.006296,-0.027624,-0.012545,No-use
-0.054051,0.004067,-0.013806,-0.021635,0.025817,0.0118,-0.004299,-0.031677,-0.03627,No-use
0.064675,0.007738,-0.010182,-0.027053,-0.053147,-0.02611,0.026599,-0.00189,-0.003262,No-use
-0.011677,-0.043835,-0.020789,0.003853,-0.006604,-0.03107,0.018972,0.0134,0.003635,No-use
-0.011797,0.040827,-0.021234,-0.010002,0.009258,0.000969,0.023382,0.03101,-0.009955,No-use
-0.032566,0.002741,-0.006054,-0.016052,0.012892,-0.027688,0.011523,0.025565,-0.010448,No-use
0.019149,0.001618,0.006421,0.038286,-0.010369,-0.028923,0.035799,-0.022038,-0.024735,No-use
0.002378,0.003217,-0.036311,-0.026745,-0.017655,0.000571,0.003761,-0.040012,-0.011564,No-use
0.013685,-0.0019,0.013127,-0.039786,0.042723,-0.057108,-0.046247,-0.026868,-0.011208,No-use
-0.020225,0.004483,0.021397,0.015945,-0.040143,-0.003306,0.032729,-0.029143,-0.044024,No-use
0.038413,0.036287,0.010318,-0.057214,0.008622,0.030499,0.034573,-0.04725,0.025156,No-use
0.009795,-0.0348,0.000954,-0.063949,0.029234,0.003656,0.018342,-0.030271,0.045484,No-use
0.015198,-0.006143,-0.015673,-0.041155,0.046707,-0.071395,-0.02032,-0.021385,-0.001932,No-use
-0.030562,-0.03313,-0.019464,-0.048555,0.000303,0.021307,-0.007893,-0.027681,-0.028852,No-use
-0.047316,0.01102,0.013807,-0.031802,0.012033,-0.021216,0.006408,0.02294,-0.027804,No-use
0.00363,-0.022815,0.023703,-0.058131,0.005341,-0.005295,0.038366,0.017121,0.04733,No-use
-0.023364,-0.007393,0.053717,-0.008947,-0.009416,0.017289,0.056787,-0.027944,0.008087,No-use
0.058288,0.009763,-0.029248,-0.065946,-0.044263,0.019988,0.003813,-0.038292,-0.017821,No-use
0.021426,0.00248,0.018475,-0.000058,-0.006109,-0.029459,0.057422,-0.016418,0.052229,No-use
0.017756,0.0165,-0.000506,-0.072189,-0.001879,-0.038869,-0.045823,-0.022093,-0.003057,No-use
-0.024713,0.020283,0.002743,-0.00913,0.022492,0.000187,0.052845,0.015055,0.053492,No-use
-0.037259,0.01861,0.023438,-0.019693,0.022982,0.009648,0.049204,0.010008,0.034437,No-use
0.056841,-0.00682,0.031723,0.004484,-0.011411,-0.02987,-0.000789,-0.010094,-0.020116,No-use
-0.030069,0.001757,0.051825,-0.018602,-0.008528,0.014683,0.053239,-0.021414,0.010931,No-use
-0.009065,-0.014218,0.024652,0.033021,-0.040803,0.002098,0.038787,-0.040148,-0.049139,No-use
0.000882,0.01029,0.060619,-0.019667,-0.009834,-0.014101,0.051775,-0.030251,0.014102,No-use
-0.009078,0.00795,0.034632,-0.031446,0.000862,-0.021643,0.045052,-0.004667,0.038878,No-use
0.041386,0.022667,0.006487,-0.067324,-0.033437,-0.007398,-0.004095,-0.054163,-0.038692,No-use
0.011126,0.006361,-0.023957,-0.096257,-0.010207,-0.010029,-0.019708,-0.010465,-0.009893,No-use
0.013074,0.018668,0.014364,0.017443,-0.020923,-0.008959,0.068374,-0.027381,0.045592,No-use
-0.043525,0.009702,0.048346,-0.03496,-0.004283,0.012653,0.046583,-0.008724,0.015492,No-use
0.011711,-0.035792,-0.022535,-0.00999,0.021597,0.038052,-0.003399,0.050521,0.00264,No-use
-0.00984,0.037008,0.012005,-0.028026,0.012621,0.049684,0.041526,-0.056831,0.012423,No-use
-0.042024,-0.013052,-0.031571,-0.019526,0.003395,-0.00036,-0.002311,-0.034522,-0.016516,No-use
-0.039633,0.018411,-0.031956,-0.026151,-0.005124,-0.010098,-0.002589,-0.03547,-0.013706,No-use
-0.013664,0.012475,-0.006766,0.027588,0.055208,-0.01428,0.024433,0.023814,-0.019805,No-use
0.001332,-0.007719,-0.015921,-0.026807,0.047796,0.004285,-0.005177,-0.02147,-0.029335,No-use
-0.01748,-0.050177,0.02998,0.001197,-0.004494,0.037739,0.026844,-0.008037,-0.060407,No-use
-0.042185,0.019723,0.024701,-0.038521,-0.001647,0.00097,0.044603,0.00696,0.038535,No-use
0.00529,-0.009615,0.062286,-0.009293,-0.007137,-0.008122,0.054724,-0.035095,0.010702,No-use
-0.053464,0.017255,0.01053,-0.009114,-0.001432,0.002274,0.018835,0.009554,-0.03614,No-use
-0.03548,0.010573,0.026593,-0.028866,-0.002536,0.003576,0.048151,0.00043,0.035691,No-use
-0.030562,0.009276,0.02688,-0.037029,0.013788,0.017845,0.029229,-0.061909,0.013056,No-use
0.043758,0.004538,0.009215,-0.017072,0.006668,0.008031,-0.0036,0.02542,-0.013295,No-use
-0.000855,0.001957,-0.006197,-0.047485,-0.015766,0.019937,0.016148,0.02996,-0.021592,No-use
-0.008164,0.040048,0.000845,0.009434,0.028784,0.018149,0.029525,0.018743,-0.035968,No-use
0.000136,0.029188,-0.011752,-0.027625,0.030565,0.028517,0.01989,0.045375,-0.024117,No-use
0.05764,-0.005323,0.010374,0.013646,0.02929,0.019124,0.005585,0.019885,-0.020809,No-use
0.022422,0.03711,-0.001001,-0.004522,0.020498,0.032382,0.002786,0.03467,-0.017198,No-use
0.039735,0.046031,-0.026402,0.006794,0.014185,0.013569,0.03553,0.026146,-0.0108,No-use
-0.005066,-0.047504,0.00835,-0.006224,0.036237,0.011244,0.017039,0.02408,-0.033125,No-use
0.028208,0.037395,-0.021733,-0.027654,0.015059,0.029088,-0.020205,-0.019508,-0.014963,No-use
-0.012094,-0.009858,-0.020317,-0.03735,0.000349,-0.066712,0.001684,0.034421,0.018197,No-use
-0.035029,-0.033511,0.022211,-0.050335,0.005144,-0.041617,-0.003685,0.021536,-0.02274,No-use
0.074412,0.048305,-0.022777,0.044897,-0.011324,-0.037744,0.045689,-0.012167,0.000273,No-use
0.004659,0.019721,-0.01006,-0.044333,-0.031668,-0.035243,0.011958,0.019081,-0.000826,No-use
-0.032868,0.030305,0.011732,0.004417,0.05412,-0.010606,0.016807,0.025665,-0.034889,No-use
0.009577,-0.013452,-0.009474,0.001338,-0.040859,0.000014,0.031319,-0.006047,-0.016533,No-use
0.043271,0.01984,0.024495,-0.0329,-0.040085,-0.053112,0.016619,-0.013654,-0.022988,No-use
0.006276,-0.003419,-0.033563,-0.051666,-0.003071,-0.022726,-0.009702,-0.024572,-0.002656,No-use
0.015157,0.050971,-0.031592,-0.002751,-0.017197,0.029532,0.037137,0.022035,-0.011606,No-use
-0.026031,-0.016224,0.007315,-0.063909,-0.014829,-0.014699,0.00134,0.029358,-0.018687,No-use
0.011334,-0.005532,-0.03389,-0.014855,-0.019662,0.002985,0.008345,-0.048595,-0.01498,No-use
-0.043168,0.018527,-0.010694,-0.000785,-0.000804,-0.006996,0.021439,0.016655,-0.016513,No-use
-0.008282,-0.048825,-0.014499,-0.038291,0.035272,0.008718,-0.010098,-0.021884,-0.028602,No-use
-0.04535,-0.03502,-0.000849,-0.034361,0.010217,0.02537,0.010953,0.034713,-0.028799,No-use
-0.000429,-0.026146,-0.035156,-0.007488,-0.027696,-0.004345,0.025034,0.019169,0.007116,No-use
0.018447,-0.010848,-0.008292,-0.007709,-0.004113,-0.017786,0.022019,0.012809,-0.010595,No-use
-0.013741,0.023367,0.004101,-0.035831,0.023443,-0.010261,0.009826,0.034873,-0.022945,No-use
0.001966,-0.010365,-0.018528,0.008398,-0.020717,-0.041769,0.023876,0.002183,0.003584,No-use
0.086284,0.039813,0.037384,0.021716,-0.03582,-0.045094,0.010932,-0.035318,-0.023045,No-use
-0.016392,0.019317,-0.021683,-0.008564,0.016429,0.007717,0.022186,0.034381,-0.011065,No-use
0.028353,0.020898,-0.005335,0.039832,-0.002357,0.012844,0.015884,0.002771,-0.010995,No-use
-0.006304,-0.030944,0.002899,-0.009773,0.02369,-0.04336,0.009739,0.019362,-0.010643,No-use
-0.010669,0.014997,-0.016085,-0.045612,0.003028,-0.024836,0.007231,0.040612,0.000225,No-use
0.052102,-0.043711,0.015175,-0.00773,-0.012338,0.01411,0.000208,0.008209,-0.018267,No-use
-0.003075,-0.019691,-0.01729,0.016653,0.019585,0.019292,0.030157,0.020585,-0.019008,No-use
0.013582,-0.020014,0.037582,-0.00387,0.065164,-0.021987,0.045813,0.007917,0.035047,No-use
0.022617,0.007442,0.023931,-0.047389,0.034418,0.00734,0.026877,-0.049279,0.021691,No-use
0.01449,0.033454,-0.040155,-0.013697,0.064304,-0.008842,-0.00076,-0.007794,-0.008724,No-use
0.001405,-0.029005,0.028356,-0.000229,0.014113,-0.035627,0.015426,-0.004168,-0.034848,No-use
-0.011427,0.002186,-0.048337,0.005957,-0.008511,-0.01454,0.009183,-0.045536,-0.000911,No-use
0.006311,-0.001049,-0.03834,0.027544,-0.013874,-0.007109,-0.009556,-0.052501,0.006025,No-use
-0.056982,0.017648,0.044866,-0.051318,-0.000038,0.010624,0.039926,0.003967,0.020052,No-use
-0.008423,-0.000468,0.003007,-0.047858,0.009103,-0.047123,-0.016135,-0.042865,-0.025226,No-use
-0.016936,0.006089,0.008822,-0.060879,-0.024237,-0.021831,0.004609,0.02188,-0.01872,No-use
-0.02245,0.030394,-0.007007,0.003737,0.005223,0.002748,0.009334,-0.059692,-0.042025,No-use
-0.049622,-0.031796,0.015431,-0.00424,-0.018201,0.008737,0.02057,-0.00355,-0.039968,No-use
0.041128,-0.049081,-0.00471,-0.001309,0.000192,-0.081507,0.012775,0.003206,0.010009,No-use
-0.018536,0.023481,0.006299,-0.036676,-0.042407,-0.001907,0.018671,0.004755,-0.027074,No-use
-0.030631,0.020016,-0.029839,-0.017214,-0.009599,-0.010866,0.001557,-0.043685,-0.015995,No-use
-0.013979,0.003498,0.008319,-0.006413,-0.005033,-0.003472,0.056375,-0.003106,0.05133,No-use
0.048786,-0.041815,0.00404,-0.011322,-0.022417,-0.042906,0.019779,-0.004656,-0.008981,No-use
0.07578,-0.029099,-0.046848,-0.009622,0.017729,0.046782,-0.011133,-0.014683,0.002313,No-use
0.010053,0.042729,-0.03096,-0.036609,0.001861,0.007003,0.019528,0.045689,-0.000409,No-use
0.090581,0.031024,-0.006472,0.035456,0.011332,-0.001612,0.017239,0.007554,-0.003521,No-use
0.073581,0.038902,0.01286,0.017473,0.011592,0.005052,0.011087,0.006983,-0.020305,No-use
-0.027384,-0.03629,-0.024798,-0.014739,-0.001241,-0.032908,0.011279,0.028144,0.008767,No-use
0.020932,-0.038095,-0.025878,-0.001814,0.016003,0.031498,0.028216,0.032473,-0.012289,No-use
0.072211,0.02394,0.02043,-0.019701,-0.064073,-0.015773,0.004379,-0.015219,-0.013699,No-use
-0.020654,-0.019128,-0.05078,-0.015057,0.042118,-0.024441,-0.007532,-0.010987,0.00735,No-use
-0.027159,0.009606,0.002166,-0.0283,-0.008599,0.011106,0.017491,0.019757,-0.028866,No-use
-0.002284,-0.007217,-0.027442,-0.061734,-0.033944,0.005747,0.01148,0.039805,0.002722,No-use
0.027674,0.010466,-0.00585,0.013305,-0.054742,-0.007886,0.038734,-0.02174,-0.018855,No-use
0.010074,0.021298,-0.039973,0.002771,0.027788,0.011757,0.011051,-0.031126,-0.016933,No-use
-0.030793,0.010385,-0.019912,-0.047736,-0.028125,-0.006074,0.011349,0.032024,-0.002852,No-use
0.030938,-0.019713,-0.027133,-0.021185,-0.010441,-0.018475,0.002575,-0.047899,-0.011204,No-use
0.019077,-0.003171,0.034301,-0.002622,-0.026636,-0.05259,0.020313,-0.027015,-0.034216,No-use
0.07913,0.026563,-0.00015,-0.033318,-0.081579,0.008733,0.036275,-0.015544,-0.022841,No-use
0.013639,0.031596,-0.008577,-0.01422,0.023854,0.027365,0.026109,0.033053,-0.02755,No-use
-0.026031,-0.016224,0.007315,-0.063909,-0.014829,-0.014699,0.00134,0.029358,-0.018687,No-use
-0.027818,-0.040248,0.00601,-0.027894,-0.023131,0.017953,0.017154,0.01076,-0.031549,Long-term
0.000175,-0.018707,-0.036846,0.021902,-0.044517,0.018569,0.04057,-0.000378,-0.002937,Long-term
-0.028984,-0.018899,-0.027321,0.009464,-0.01941,-0.012984,0.025341,0.011019,0.000414,Long-term
-0.040684,-0.003032,-0.055216,-0.023087,0.006031,-0.012043,-0.00429,-0.018838,0.006527,Long-term
-0.000497,-0.020542,-0.062421,-0.011555,0.021486,0.007881,0.003552,-0.01417,0.006287,Long-term
0.002438,-0.001927,-0.021153,0.019805,0.003683,-0.035888,0.025966,0.009707,0.001758,Long-term
0.019456,-0.015441,0.032285,0.014691,0.002697,-0.040345,0.023279,-0.020229,-0.038298,Long-term
-0.02664,0.002211,-0.027401,0.005792,-0.025463,-0.01954,0.025501,0.009702,0.002097,Long-term
-0.037372,-0.05462,0.022291,-0.046663,0.011197,-0.035061,-0.003845,0.022853,-0.024423,Long-term
0.005289,-0.052021,0.015941,-0.020819,-0.020622,-0.00466,0.017602,-0.000867,-0.031206,Long-term
-0.030273,-0.002146,-0.020026,-0.037526,0.02758,0.004217,0.025548,-0.029592,0.056333,Long-term
-0.019982,-0.017293,-0.025205,0.0184,-0.023885,-0.013753,0.029486,0.002805,-0.001875,Long-term
0.027321,0.006978,-0.012016,-0.08175,-0.053385,0.016332,0.012875,0.031322,-0.010809,Long-term
-0.012477,-0.019144,0.027198,-0.030946,-0.008509,-0.046719,0.006241,0.001368,-0.027334,Long-term
-0.011418,-0.002766,-0.020433,0.009066,0.072363,0.020806,0.038896,-0.031712,0.045848,Long-term
-0.032401,0.028238,-0.034543,0.01895,0.024224,-0.010385,0.026134,0.031279,0.001288,Long-term
-0.047788,0.002582,0.016432,-0.043208,-0.012366,-0.027097,0.004318,0.015416,-0.025978,Long-term
-0.030362,-0.007212,-0.00522,-0.010865,0.01424,-0.024698,0.012998,0.023143,-0.012148,Long-term
-0.022543,0.009686,-0.006398,0.009643,0.010157,0.009112,0.01021,-0.060428,-0.04428,Long-term
-0.033341,0.021867,0.014357,-0.00699,0.029721,-0.016487,0.014717,0.018141,-0.033063,Long-term
-0.020122,-0.048355,-0.024291,0.027259,-0.016484,-0.004207,0.030801,0.0017,-0.005257,Long-term
0.018855,0.018416,-0.043088,-0.065363,-0.01655,0.052239,0.002783,-0.013349,-0.019402,Long-term
0.022944,0.005637,-0.024247,-0.025752,-0.021849,0.009515,0.024971,0.024738,-0.005398,Long-term
0.001494,0.007384,0.010735,-0.028646,-0.00632,-0.014305,0.015429,0.012606,-0.026251,Long-term
-0.003922,0.000335,0.004065,-0.04339,0.006866,-0.047507,-0.014062,-0.046973,-0.02637,Long-term
-0.04153,-0.020572,-0.006626,-0.001099,-0.018921,-0.003523,0.0217,0.005972,-0.018641,Long-term
-0.010755,-0.043521,-0.039653,0.004006,-0.01543,0.040547,0.015269,-0.049078,-0.023821,Long-term
0.004327,0.004995,-0.044633,0.021596,-0.016341,-0.015885,0.016438,-0.059912,-0.004916,Long-term
-0.025772,-0.001343,-0.018967,-0.033058,0.025342,0.003833,0.027621,-0.0337,0.055188,Long-term
-0.024763,-0.080219,-0.024436,0.03165,-0.006846,0.005723,0.030042,0.004702,-0.007495,Long-term
-0.002007,-0.040378,-0.027299,-0.065507,-0.007982,0.029947,-0.0082,-0.019531,-0.02215,Long-term
-0.015434,-0.006137,-0.024451,0.019915,-0.028589,-0.017319,0.031121,-0.000934,-0.001891,Long-term
-0.032664,-0.033609,-0.019641,-0.030901,0.036099,0.013955,0.025826,-0.028644,0.053523,Long-term
-0.015804,0.001181,0.005469,0.005712,0.022952,0.005783,0.057867,0.006103,0.048949,Long-term
-0.037493,0.003853,-0.004792,-0.03488,-0.011737,-0.036366,0.006922,0.022517,-0.00635,Long-term
-0.053936,0.008817,0.013155,-0.020521,-0.025832,-0.003607,0.016745,0.002031,-0.034314,Long-term
-0.000369,0.000587,-0.020297,-0.014772,0.019155,-0.061791,0.008956,0.031676,0.01351,Long-term
-0.008164,0.040048,0.000845,0.009434,0.028784,0.018149,0.029525,0.018743,-0.035968,Long-term
-0.024343,0.012966,-0.027176,0.005073,-0.029048,-0.022914,0.026099,0.008017,0.002652,Long-term
-0.023433,0.003347,-0.003002,0.010868,-0.032803,-0.011423,0.029115,-0.00972,-0.020963,Long-term
-0.012418,0.001142,-0.016145,-0.039541,-0.016046,0.010225,-0.000916,-0.043005,-0.030047,Long-term
-0.022186,-0.007341,-0.026038,0.013213,-0.025233,-0.016743,0.028012,0.005227,-0.000175,Long-term
-0.013184,-0.005735,-0.023922,0.02215,-0.029708,-0.017511,0.032157,-0.002988,-0.002464,Long-term
-0.004228,-0.014484,-0.021501,0.034039,-0.031715,-0.015097,0.036741,-0.011571,-0.00588,Long-term
-0.030013,-0.061435,0.006442,-0.004334,0.017599,0.016964,0.051749,0.00906,0.048571,Long-term
-0.020522,-0.020128,-0.049845,0.002926,0.000898,-0.007408,0.005914,-0.038058,-0.000877,Long-term
-0.022139,0.003013,-0.026343,0.01026,-0.0277,-0.019925,0.027574,0.005595,0.000952,Long-term
-0.022186,-0.007341,-0.026038,0.013213,-0.025233,-0.016743,0.028012,0.005227,-0.000175,Long-term
-0.019935,-0.006939,-0.025509,0.015447,-0.026352,-0.016935,0.029048,0.003173,-0.000747,Long-term
-0.025325,-0.019217,0.006282,-0.011678,0.005494,0.003852,0.05207,0.006426,0.051936,Long-term
-0.013137,0.004619,-0.024226,0.019197,-0.032174,-0.020693,0.031719,-0.00262,-0.001336,Long-term
-0.01192,0.010042,-0.007245,-0.068712,0.013731,0.015762,0.021761,-0.027807,0.045662,Long-term
-0.033723,-0.055789,-0.043869,-0.002751,-0.020338,0.030996,0.026338,0.029322,0.002263,Long-term
0.015161,0.017627,0.034068,-0.02849,0.058434,-0.0461,-0.042017,-0.036345,-0.034395,Long-term
0.00338,-0.069172,-0.014786,-0.003993,0.007321,-0.048964,0.011568,0.017835,0.007428,Long-term
-0.049953,-0.014309,0.046597,-0.048388,0.022567,0.034247,0.023355,-0.061531,-0.006537,Long-term
0.014997,0.009792,0.01391,-0.015241,-0.013031,-0.015457,0.021647,0.000284,-0.029684,Long-term
-0.03785,-0.010997,0.015148,0.015384,-0.001862,0.010475,0.027404,-0.005927,-0.043528,Long-term
-0.025865,-0.022051,-0.018358,-0.027152,0.030276,0.010196,0.028497,-0.034436,0.052934,Long-term
-0.020169,-0.058709,-0.023986,0.030212,-0.014017,-0.001025,0.031239,0.001331,-0.006384,Long-term
-0.026687,-0.008143,-0.027097,0.008745,-0.022996,-0.016358,0.025939,0.009334,0.000969,Long-term
-0.011443,-0.029078,0.007441,0.019039,0.028115,0.014944,0.061255,0.000891,0.044422,Long-term
-0.046848,0.008952,-0.032468,-0.017268,-0.017863,-0.020994,0.015735,0.028554,0.008373,Long-term
-0.017353,-0.029161,-0.026691,0.037947,0.00433,-0.0017,0.033489,0.007538,-0.006528,Long-term
-0.010091,-0.009349,-0.026484,0.026112,0.014601,0.006014,0.014728,-0.056118,-0.02748,Long-term
-0.052171,0.016922,-0.012811,-0.009722,0.003671,-0.006228,0.017293,0.024869,-0.014224,Long-term
0.028197,-0.046267,-0.022224,-0.031782,0.040417,-0.019984,-0.038061,-0.010048,0.006853,Long-term
-0.041739,0.027701,0.010551,0.013464,0.017374,0.007194,0.026107,0.006809,-0.040827,Long-term
-0.025596,-0.049279,0.006261,-0.020803,0.054115,-0.003635,0.039938,0.032391,0.05678,Long-term
-0.009695,0.009982,-0.018241,-0.0259,0.007234,0.015914,0.002211,-0.037535,-0.032446,Long-term
-0.017773,-0.090469,-0.024249,0.01069,0.052046,0.00595,-0.000851,-0.032989,-0.023602,Long-term
-0.038484,-0.034539,-0.008884,0.005816,0.027855,0.023184,0.004708,-0.047526,-0.044785,Long-term
-0.012758,-0.007651,-0.026242,0.036509,-0.002841,-0.008448,0.034686,0.004167,-0.005417,Long-term
-0.004275,0.00135,0.005442,0.011355,0.009548,0.02143,0.030822,0.006007,-0.038669,Long-term
-0.038879,-0.016521,0.019158,-0.028366,-0.011907,-0.021501,0.00934,0.006465,-0.030521,Long-term
-0.049108,0.002678,-0.004511,-0.018298,-0.011768,0.039122,0.023101,0.020378,-0.034325,Long-term
-0.025959,-0.042759,-0.017749,-0.021246,0.03521,0.01656,0.029374,-0.035173,0.050679,Long-term
-0.019935,-0.006939,-0.025509,0.015447,-0.026352,-0.016935,0.029048,0.003173,-0.000747,Long-term
-0.030324,-0.028919,-0.003676,0.013025,-0.022047,-0.001301,0.02732,-0.004664,-0.022629,Long-term
-0.048188,-0.001068,-0.008823,-0.013707,-0.020499,-0.009311,0.017714,0.01287,-0.01467,Long-term
0.001681,-0.014401,0.012632,0.015131,-0.007929,0.001547,0.064507,-0.018218,0.04507,Long-term
-0.033439,-0.009347,-0.028684,0.002042,-0.01964,-0.015782,0.02283,0.015495,0.002686,Long-term
-0.039981,0.00977,0.025534,-0.033334,-0.000299,0.00396,0.046078,0.004538,0.036835,Long-term
-0.013818,-0.029277,-0.047953,0.012582,0.000009,-0.004802,0.009462,-0.044587,-0.003721,Long-term
-0.035179,0.00886,-0.030593,-0.018729,-0.004895,-0.0073,-0.000078,-0.039946,-0.015978,Long-term
0.034949,-0.001213,-0.042645,-0.002467,0.015725,0.060731,0.036966,0.04408,-0.010078,Long-term
-0.028959,0.007413,-0.055196,-0.000509,0.024837,-0.007123,0.002982,-0.021583,0.00184,Long-term
-0.005963,-0.054028,0.013295,-0.03199,-0.015029,-0.003699,0.01242,0.009402,-0.028345,Long-term
-0.003893,0.010636,-0.042073,0.004951,0.018406,0.001437,0.026265,0.03906,0.006863,Long-term
0.026871,-0.022246,-0.032062,0.015698,0.026967,-0.014619,0.026553,0.02875,0.005523,Long-term
-0.033485,-0.019701,-0.028379,0.004995,-0.017173,-0.0126,0.023268,0.015127,0.001558,Long-term
-0.034651,0.027836,-0.035072,0.016716,0.025343,-0.010192,0.025097,0.033333,0.00186,Long-term
-0.000665,-0.021961,-0.040253,0.008764,0.035636,-0.017201,-0.025235,-0.020007,0.013713,Long-term
-0.036395,-0.001363,0.047917,-0.010945,0.021694,0.024322,0.052659,-0.008098,0.009694,Long-term
-0.029099,-0.023648,-0.054282,0.00835,0.032238,0.002423,0.004297,-0.022688,-0.001542,Long-term
-0.033392,0.001007,-0.028989,-0.000911,-0.022107,-0.018964,0.022391,0.015864,0.003813,Long-term
-0.032673,-0.00247,-0.020907,-0.059648,-0.005979,0.011954,-0.010244,-0.024522,-0.024898,Long-term
-0.020429,0.00058,-0.050454,-0.00298,-0.004036,-0.013772,0.005038,-0.037321,0.001378,Long-term
-0.028521,-0.010644,-0.028396,-0.006121,-0.003317,-0.001512,0.003908,-0.046844,-0.019949,Long-term
-0.027181,-0.000624,-0.052041,-0.009682,-0.00068,-0.013196,0.001929,-0.03116,0.003094,Long-term
-0.02,0.008197,-0.030743,-0.025417,-0.049906,0.101543,0.039648,0.024649,-0.032461,Long-term
-0.031119,-0.019686,0.028565,-0.015538,0.002628,0.012737,0.051538,-0.004782,0.031164,Long-term
