Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,ClassValues
-0.025655,0.030764,-0.003909,0.028285,-0.009754,0.077432,0
-0.005047,-0.006608,-0.013804,0.021899,0.012064,0.05878,0
-0.014393,0.012708,-0.019546,0.019382,-0.00287,0.086041,0
-0.01332,0.021489,0.019244,0.036384,0.039918,0.004557,0
-0.032011,0.060121,0.007761,0.03135,0.01005,0.05908,0
-0.011403,0.022749,-0.002134,0.024964,0.031868,0.040427,0
0.009205,-0.014622,-0.012029,0.018577,0.053687,0.021775,0
-0.009487,0.024009,-0.023512,0.013544,0.023819,0.076297,0
-0.042119,-0.008569,0.025018,0.046223,-0.007041,0.023358,0
-0.051465,0.010747,0.019276,0.043706,-0.021975,0.050619,0
-0.06081,0.030062,0.013535,0.041189,-0.036909,0.07788,0
-0.030857,-0.026625,0.009381,0.03732,-0.000156,0.031966,0
-0.019594,-0.044681,-0.006255,0.028417,0.006728,0.040575,0
-0.02894,-0.025365,-0.011997,0.0259,-0.008206,0.067836,0
-0.038286,-0.006049,-0.017738,0.023383,-0.02314,0.095098,0
-0.037213,0.002732,0.021051,0.040384,0.019648,0.013614,0
-0.046558,0.022048,0.01531,0.037867,0.004714,0.040875,0
-0.02595,-0.015324,0.005415,0.031481,0.026532,0.022223,0
-0.035296,0.003992,-0.000326,0.028964,0.011598,0.049484,0
-0.044642,0.023308,-0.006068,0.026447,-0.003336,0.076745,0
-0.014688,-0.033379,-0.010221,0.022578,0.033417,0.030832,0
-0.033379,0.005252,-0.021704,0.017544,0.003549,0.085354,0
-0.032306,0.014034,0.017085,0.034546,0.046337,0.003871,0
-0.041652,0.033349,0.011344,0.032029,0.031403,0.031132,0
-0.050997,0.052665,0.005603,0.029512,0.016469,0.058393,0
-0.021044,-0.004022,0.001449,0.025642,0.053221,0.01248,0
-0.039735,0.034609,-0.010034,0.020609,0.023353,0.067002,0
-0.019127,-0.002762,-0.019929,0.014222,0.045172,0.04835,0
-0.028473,0.016553,-0.02567,0.011706,0.030238,0.075611,0
0.014154,0.014991,0.017778,0.048498,-0.032653,0.009391,0
0.004809,0.034306,0.012037,0.045982,-0.047587,0.036653,0
-0.004537,0.053622,0.006296,0.043465,-0.062521,0.063914,0
0.025417,-0.003065,0.002142,0.039595,-0.025769,0.018,0
0.016071,0.01625,-0.0036,0.037078,-0.040703,0.045261,0
0.006725,0.035566,-0.009341,0.034562,-0.055637,0.072523,0
0.027333,-0.001805,-0.019236,0.028175,-0.033818,0.05387,0
0.017988,0.01751,-0.024977,0.025658,-0.048752,0.081131,0
0.019061,0.026292,0.013812,0.04266,-0.005965,-0.000352,0
0.009715,0.045608,0.008071,0.040143,-0.020898,0.026909,0
0.00037,0.064923,0.00233,0.037626,-0.035832,0.05417,0
0.030323,0.008236,-0.001824,0.033757,0.00092,0.008257,0
0.020978,0.027552,-0.007566,0.03124,-0.014014,0.035518,0
0.011632,0.046867,-0.013307,0.028723,-0.028948,0.062779,0
0.03224,0.009496,-0.023202,0.022337,-0.007129,0.044127,0
0.022894,0.028812,-0.028943,0.01982,-0.022063,0.071388,0
0.023967,0.037593,0.009846,0.036821,0.020724,-0.010095,0
0.014622,0.056909,0.004105,0.034304,0.00579,0.017166,0
0.005276,0.076224,-0.001636,0.031787,-0.009144,0.044427,0
0.03523,0.019537,-0.00579,0.027918,0.027609,-0.001487,0
0.025884,0.038853,-0.011532,0.025401,0.012675,0.025774,0
0.016538,0.058169,-0.017273,0.022884,-0.002259,0.053036,0
0.037147,0.020797,-0.027168,0.016498,0.01956,0.034383,0
0.027801,0.040113,-0.032909,0.013981,0.004626,0.061644,0
-0.014177,0.02685,0.009878,0.044144,-0.041168,0.035966,0
0.006431,-0.010521,-0.000017,0.037757,-0.01935,0.017314,0
-0.002915,0.008795,-0.005758,0.03524,-0.034284,0.044575,0
-0.012261,0.02811,-0.011499,0.032724,-0.049218,0.071836,0
0.017693,-0.028577,-0.015653,0.028854,-0.012465,0.025922,0
0.000075,0.018836,0.011654,0.040822,0.000454,-0.001039,0
-0.009271,0.038152,0.005912,0.038305,-0.01448,0.026223,0
-0.018617,0.057467,0.000171,0.035788,-0.029414,0.053484,0
0.011337,0.00078,-0.003983,0.031919,0.007339,0.00757,0
0.0226,-0.017276,-0.019619,0.023015,0.014224,0.016179,0
0.013254,0.00204,-0.02536,0.020499,-0.00071,0.04344,0
0.004981,0.030137,0.007688,0.034983,0.027143,-0.010782,0
-0.004364,0.049453,0.001946,0.032466,0.012209,0.016479,0
-0.01371,0.068769,-0.003795,0.02995,-0.002725,0.04374,0
0.016244,0.012081,-0.007949,0.02608,0.034028,-0.002173,0
-0.002448,0.050713,-0.019431,0.021046,0.00416,0.052349,0
0.027506,-0.005974,-0.023585,0.017177,0.040912,0.006435,0
0.008815,0.032657,-0.035068,0.012143,0.011044,0.060958,0
-0.023818,0.000079,0.013461,0.044823,-0.019816,0.008018,0
-0.033163,0.019395,0.00772,0.042306,-0.03475,0.035279,0
-0.042509,0.03871,0.001979,0.039789,-0.049684,0.062541,0
-0.021901,0.001339,-0.007916,0.033403,-0.027865,0.043888,0
-0.031247,0.020654,-0.013658,0.030886,-0.042799,0.071149,0
-0.001293,-0.036033,-0.017812,0.027016,-0.006046,0.025236,0
-0.010639,-0.016717,-0.023553,0.024499,-0.02098,0.052497,0
-0.018911,0.01138,0.009495,0.038984,0.006873,-0.001725,0
-0.028257,0.030696,0.003754,0.036467,-0.008061,0.025536,0
-0.037603,0.050012,-0.001987,0.03395,-0.022995,0.052797,0
-0.007649,-0.006676,-0.006141,0.030081,0.013758,0.006883,0
-0.016995,0.01264,-0.011882,0.027564,-0.001176,0.034145,0
-0.02634,0.031956,-0.017624,0.025047,-0.01611,0.061406,0
0.003614,-0.024731,-0.021778,0.021177,0.020642,0.015492,0
-0.005732,-0.005416,-0.027519,0.018661,0.005708,0.042753,0
-0.015078,0.0139,-0.03326,0.016144,-0.009226,0.070015,0
-0.014005,0.022681,0.005529,0.033145,0.033562,-0.011469,0
-0.02335,0.041997,-0.000212,0.030628,0.018628,0.015793,0
-0.032696,0.061313,-0.005953,0.028112,0.003694,0.043054,0
-0.002742,0.004626,-0.010107,0.024242,0.040446,-0.00286,0
-0.012088,0.023941,-0.015848,0.021725,0.025513,0.024401,0
0.00852,-0.01343,-0.025744,0.015339,0.047331,0.005749,0
-0.000826,0.005885,-0.031485,0.012822,0.032397,0.03301,0
-0.010171,0.025201,-0.037226,0.010305,0.017463,0.060271,0
-0.05215,0.011939,0.005562,0.040468,-0.028331,0.034593,0
-0.061495,0.031254,-0.00018,0.037951,-0.043265,0.061854,0
-0.031541,-0.025433,-0.004333,0.034081,-0.006512,0.01594,0
-0.040887,-0.006117,-0.010075,0.031565,-0.021446,0.043202,0
-0.050233,0.013199,-0.015816,0.029048,-0.03638,0.070463,0
-0.020279,-0.043489,-0.01997,0.025178,0.000372,0.024549,0
-0.029625,-0.024173,-0.025711,0.022661,-0.014562,0.05181,0
-0.03897,-0.004857,-0.031452,0.020145,-0.029496,0.079071,0
-0.047243,0.02324,0.001596,0.034629,-0.001642,0.024849,0
-0.056589,0.042556,-0.004146,0.032112,-0.016576,0.052111,0
-0.035981,0.005184,-0.014041,0.025726,0.005243,0.033458,0
-0.045326,0.0245,-0.019782,0.023209,-0.009691,0.060719,0
-0.015373,-0.032187,-0.023936,0.019339,0.027061,0.014806,0
-0.024718,-0.012872,-0.029677,0.016823,0.012127,0.042067,0
-0.034064,0.006444,-0.035419,0.014306,-0.002807,0.069328,0
-0.051682,0.053857,-0.008112,0.026274,0.010113,0.042367,0
-0.021728,-0.00283,-0.012266,0.022404,0.046865,-0.003547,0
-0.031074,0.016485,-0.018007,0.019887,0.031931,0.023715,0
-0.04042,0.035801,-0.023748,0.01737,0.016997,0.050976,0
-0.010466,-0.020886,-0.027902,0.013501,0.05375,0.005062,0
-0.019812,-0.00157,-0.033643,0.010984,0.038816,0.032323,0
-0.029157,0.017745,-0.039385,0.008467,0.023882,0.059585,0
0.01347,0.016183,0.004064,0.04526,-0.039009,-0.006635,0
-0.005222,0.054814,-0.007419,0.040226,-0.068877,0.047888,0
0.015386,0.017443,-0.017314,0.03384,-0.047058,0.029235,0
0.006041,0.036758,-0.023055,0.031323,-0.061992,0.056496,0
0.035994,-0.019929,-0.027209,0.027454,-0.02524,0.010583,0
0.026649,-0.000613,-0.032951,0.024937,-0.040174,0.037844,0
0.017303,0.018702,-0.038692,0.02242,-0.055108,0.065105,0
0.018376,0.027484,0.000098,0.039421,-0.01232,-0.016378,0
0.00903,0.0468,-0.005644,0.036905,-0.027254,0.010883,0
0.029638,0.009428,-0.015539,0.030518,-0.005436,-0.007769,0
0.020293,0.028744,-0.02128,0.028001,-0.02037,0.019492,0
0.010947,0.048059,-0.027021,0.025485,-0.035304,0.046753,1
0.040901,-0.008628,-0.031175,0.021615,0.001449,0.000839,0
0.031555,0.010688,-0.036917,0.019098,-0.013485,0.028101,1
0.013937,0.058101,-0.00961,0.031066,-0.000566,0.00114,0
0.004591,0.077416,-0.015351,0.028549,-0.0155,0.028401,0
0.034545,0.020729,-0.019505,0.024679,0.021253,-0.017513,0
0.015854,0.059361,-0.030987,0.019646,-0.008615,0.03701,1
0.036462,0.021989,-0.040883,0.013259,0.013204,0.018357,1
-0.005517,0.008727,0.001905,0.043422,-0.03259,-0.007321,0
-0.0036,0.009987,-0.019473,0.032002,-0.04064,0.028549,0
-0.012945,0.029302,-0.025214,0.029485,-0.055574,0.05581,0
0.017008,-0.027385,-0.029368,0.025616,-0.018821,0.009896,0
0.007663,-0.008069,-0.035109,0.023099,-0.033755,0.037157,0
-0.001683,0.011247,-0.04085,0.020582,-0.048689,0.064419,0
-0.00061,0.020028,-0.002061,0.037583,-0.005902,-0.017065,0
-0.009956,0.039344,-0.007802,0.035067,-0.020836,0.010196,0
-0.019301,0.058659,-0.013543,0.03255,-0.03577,0.037458,1
-0.008039,0.040604,-0.02918,0.023647,-0.028885,0.046066,1
0.021915,-0.016084,-0.033334,0.019777,0.007868,0.000153,0
0.012569,0.003232,-0.039075,0.01726,-0.007066,0.027414,1
0.003224,0.022548,-0.044816,0.014743,-0.022,0.054675,1
0.004297,0.031329,-0.006027,0.031745,0.020787,-0.026808,0
-0.005049,0.050645,-0.011768,0.029228,0.005853,0.000453,0
0.015559,0.013274,-0.021663,0.022841,0.027672,-0.018199,0
0.006213,0.032589,-0.027405,0.020325,0.012738,0.009062,1
-0.003132,0.051905,-0.033146,0.017808,-0.002196,0.036323,1
0.017476,0.014533,-0.043041,0.011421,0.019622,0.01767,1
0.00813,0.033849,-0.048782,0.008905,0.004689,0.044932,1
-0.01324,-0.016785,-0.01589,0.032681,-0.019287,0.000601,0
-0.022586,0.002531,-0.021631,0.030164,-0.034221,0.027862,0
-0.031931,0.021847,-0.027372,0.027647,-0.049155,0.055123,0
-0.001978,-0.034841,-0.031526,0.023778,-0.012402,0.00921,0
-0.011323,-0.015525,-0.037267,0.021261,-0.027336,0.036471,0
-0.020669,0.003791,-0.043009,0.018744,-0.04227,0.063732,0
-0.019596,0.012572,-0.004219,0.035745,0.000517,-0.017751,0
-0.028942,0.031888,-0.00996,0.033229,-0.014417,0.00951,0
-0.038287,0.051204,-0.015702,0.030712,-0.029351,0.036771,1
-0.008334,-0.005484,-0.019856,0.026842,0.007402,-0.009143,0
-0.017679,0.013832,-0.025597,0.024325,-0.007532,0.018119,1
-0.027025,0.033148,-0.031338,0.021809,-0.022466,0.04538,1
0.002929,-0.023539,-0.035492,0.017939,0.014286,-0.000534,0
-0.006417,-0.004224,-0.041233,0.015422,-0.000648,0.026727,1
-0.015763,0.015092,-0.046975,0.012905,-0.015581,0.053989,1
-0.01469,0.023874,-0.008185,0.029907,0.027206,-0.027495,0
-0.024035,0.043189,-0.013926,0.02739,0.012272,-0.000234,0
-0.033381,0.062505,-0.019668,0.024873,-0.002662,0.027028,1
-0.003427,0.005818,-0.023822,0.021004,0.034091,-0.018886,0
-0.012773,0.025133,-0.029563,0.018487,0.019157,0.008375,1
-0.022118,0.044449,-0.035304,0.01597,0.004223,0.035636,1
0.007835,-0.012238,-0.039458,0.0121,0.040975,-0.010277,0
-0.00151,0.007078,-0.045199,0.009584,0.026041,0.016984,1
-0.010856,0.026393,-0.050941,0.007067,0.011107,0.044245,1
-0.043489,-0.006185,-0.002412,0.039746,-0.019753,-0.008695,0
-0.052834,0.013131,-0.008153,0.037229,-0.034687,0.018567,0
-0.06218,0.032447,-0.013894,0.034713,-0.049621,0.045828,0
-0.032226,-0.024241,-0.018048,0.030843,-0.012868,-0.000086,0
-0.041572,-0.004925,-0.023789,0.028326,-0.027802,0.027175,0
-0.050918,0.014391,-0.029531,0.025809,-0.042736,0.054437,0
-0.020964,-0.042296,-0.033684,0.02194,-0.005984,0.008523,0
-0.030309,-0.022981,-0.039426,0.019423,-0.020918,0.035784,0
-0.039655,-0.003665,-0.045167,0.016906,-0.035851,0.063045,0
-0.038582,0.005116,-0.006378,0.033907,0.006936,-0.018438,0
-0.057273,0.043748,-0.01786,0.028874,-0.022932,0.036084,1
-0.02732,-0.012939,-0.022014,0.025004,0.013821,-0.009829,0
-0.036665,0.006376,-0.027755,0.022487,-0.001113,0.017432,1
-0.016057,-0.030995,-0.03765,0.016101,0.020705,-0.00122,0
-0.025403,-0.01168,-0.043392,0.013584,0.005771,0.026041,1
-0.034749,0.007636,-0.049133,0.011067,-0.009163,0.053302,1
-0.033676,0.016418,-0.010344,0.028069,0.033625,-0.028181,0
-0.052367,0.055049,-0.021826,0.023035,0.003757,0.026341,1
-0.022413,-0.001638,-0.02598,0.019166,0.040509,-0.019573,0
-0.031759,0.017678,-0.031721,0.016649,0.025575,0.007689,1
-0.041104,0.036993,-0.037463,0.014132,0.010641,0.03495,1
-0.020496,-0.000378,-0.047358,0.007746,0.03246,0.016297,1
0.012785,0.017375,-0.009651,0.042022,-0.045365,-0.022661,0
0.003439,0.03669,-0.015392,0.039505,-0.060299,0.0046,0
-0.005907,0.056006,-0.021133,0.036988,-0.075233,0.031862,0
0.024047,-0.000681,-0.025287,0.033118,-0.03848,-0.014052,0
0.014702,0.018635,-0.031029,0.030602,-0.053414,0.013209,0
0.005356,0.03795,-0.03677,0.028085,-0.068348,0.04047,0
0.03531,-0.018737,-0.040924,0.024215,-0.031596,-0.005443,0
0.025964,0.000579,-0.046665,0.021698,-0.04653,0.021818,0
0.016618,0.019894,-0.052406,0.019182,-0.061464,0.049079,0
0.017691,0.028676,-0.013617,0.036183,-0.018676,-0.032404,0
0.008346,0.047992,-0.019358,0.033666,-0.03361,-0.005143,0
0.028954,0.01062,-0.029253,0.02728,-0.011792,-0.023796,0
0.019608,0.029936,-0.034995,0.024763,-0.026726,0.003466,0
0.010262,0.049251,-0.040736,0.022246,-0.04166,0.030727,1
0.040216,-0.007436,-0.04489,0.018377,-0.004907,-0.015187,0
0.030871,0.01188,-0.050631,0.01586,-0.019841,0.012074,1
0.021525,0.031196,-0.056372,0.013343,-0.034775,0.039336,1
0.022598,0.039977,-0.017583,0.030344,0.008012,-0.042148,0
0.013252,0.059293,-0.023324,0.027827,-0.006921,-0.014886,0
0.003907,0.078609,-0.029066,0.025311,-0.021855,0.012375,0
0.024515,0.041237,-0.038961,0.018924,-0.000037,-0.006278,0
0.026431,0.042497,-0.060338,0.007504,-0.008086,0.029592,1
-0.006201,0.009919,-0.011809,0.040184,-0.038946,-0.023347,0
-0.015547,0.029235,-0.017551,0.037667,-0.05388,0.003914,0
-0.024893,0.04855,-0.023292,0.03515,-0.068814,0.031175,0
0.005061,-0.008137,-0.027446,0.03128,-0.032062,-0.014739,0
-0.004284,0.011179,-0.033187,0.028764,-0.046996,0.012523,0
-0.002368,0.012439,-0.054565,0.017344,-0.055045,0.048392,0
-0.001295,0.02122,-0.015775,0.034345,-0.012258,-0.033091,0
-0.01064,0.040536,-0.021517,0.031828,-0.027191,-0.00583,0
0.009968,0.003164,-0.031412,0.025442,-0.005373,-0.024482,0
-0.008724,0.041796,-0.042894,0.020408,-0.035241,0.03004,1
0.011884,0.004424,-0.05279,0.014022,-0.013422,0.011388,1
0.002539,0.02374,-0.058531,0.011505,-0.028356,0.038649,1
0.003612,0.032521,-0.019741,0.028506,0.014431,-0.042834,0
-0.005734,0.051837,-0.025483,0.02599,-0.000503,-0.015573,0
-0.015079,0.071153,-0.031224,0.023473,-0.015437,0.011688,1
0.014874,0.014466,-0.035378,0.019603,0.021316,-0.034226,0
-0.003817,0.053097,-0.04686,0.01457,-0.008552,0.020297,1
0.026137,-0.00359,-0.051014,0.0107,0.0282,-0.025617,0
0.016791,0.015725,-0.056756,0.008183,0.013267,0.001644,1
-0.025187,0.002463,-0.013968,0.038346,-0.032527,-0.024034,0
-0.034533,0.021779,-0.019709,0.035829,-0.047461,0.003227,0
-0.043879,0.041094,-0.02545,0.033312,-0.062395,0.030488,0
-0.013925,-0.015593,-0.029604,0.029443,-0.025643,-0.015425,0
-0.023271,0.003723,-0.035345,0.026926,-0.040577,0.011836,0
-0.032616,0.023039,-0.041087,0.024409,-0.055511,0.039097,0
-0.002662,-0.033649,-0.045241,0.020539,-0.018758,-0.006817,0
-0.021354,0.004983,-0.056723,0.015506,-0.048626,0.047706,0
-0.038972,0.052396,-0.029416,0.027473,-0.035707,0.020745,1
-0.009018,-0.004291,-0.03357,0.023604,0.001046,-0.025169,0
-0.018364,0.015024,-0.039311,0.021087,-0.013888,0.002092,1
-0.02771,0.03434,-0.045053,0.01857,-0.028822,0.029354,1
-0.007102,-0.003032,-0.054948,0.012184,-0.007003,0.010701,1
-0.016447,0.016284,-0.060689,0.009667,-0.021937,0.037962,1
-0.02472,0.044381,-0.027641,0.024152,0.005916,-0.01626,0
-0.034066,0.063697,-0.033382,0.021635,-0.009018,0.011002,1
-0.004112,0.00701,-0.037536,0.017765,0.027735,-0.034912,0
-0.013457,0.026325,-0.043277,0.015248,0.012801,-0.007651,1
-0.022803,0.045641,-0.049019,0.012732,-0.002133,0.01961,1
0.007151,-0.011046,-0.053173,0.008862,0.034619,-0.026303,0
-0.011541,0.027585,-0.064655,0.003828,0.004751,0.028219,1
-0.053519,0.014323,-0.021867,0.033991,-0.041043,0.002541,0
-0.062865,0.033639,-0.027609,0.031474,-0.055977,0.029802,0
-0.032911,-0.023049,-0.031763,0.027605,-0.019224,-0.016112,0
-0.042257,-0.003733,-0.037504,0.025088,-0.034158,0.011149,0
-0.051602,0.015583,-0.043245,0.022571,-0.049092,0.038411,0
-0.021649,-0.041104,-0.047399,0.018701,-0.012339,-0.007503,0
-0.04034,-0.002473,-0.058882,0.013668,-0.042207,0.047019,0
-0.039267,0.006309,-0.020092,0.030669,0.00058,-0.034464,0
-0.048612,0.025624,-0.025833,0.028152,-0.014354,-0.007203,0
-0.057958,0.04494,-0.031575,0.025636,-0.029288,0.020058,1
-0.028004,-0.011747,-0.035729,0.021766,0.007465,-0.025855,0
-0.03735,0.007568,-0.04147,0.019249,-0.007469,0.001406,1
-0.046696,0.026884,-0.047211,0.016732,-0.022403,0.028667,1
-0.016742,-0.029803,-0.051365,0.012863,0.014349,-0.017247,0
-0.026088,-0.010487,-0.057106,0.010346,-0.000585,0.010015,1
-0.03436,0.01761,-0.024058,0.02483,0.027269,-0.044207,0
-0.043706,0.036925,-0.029799,0.022314,0.012335,-0.016946,0
-0.053052,0.056241,-0.035541,0.019797,-0.002599,0.010315,1
-0.032444,0.01887,-0.045436,0.01341,0.019219,-0.008338,1
-0.041789,0.038185,-0.051177,0.010894,0.004286,0.018924,1
-0.011835,-0.018502,-0.055331,0.007024,0.041038,-0.02699,0
-0.021181,0.000814,-0.061072,0.004507,0.026104,0.000271,1
-0.030527,0.020129,-0.066814,0.00199,0.01117,0.027532,1
0.016423,0.010023,0.041027,0.032846,-0.02708,0.018401,0
0.007077,0.029339,0.035286,0.030329,-0.042014,0.045662,0
-0.002268,0.048655,0.029544,0.027813,-0.056948,0.072923,0
0.027685,-0.008033,0.025391,0.023943,-0.020195,0.027009,0
0.01834,0.011283,0.019649,0.021426,-0.035129,0.054271,0
0.029602,-0.006773,0.004013,0.012523,-0.028245,0.062879,0
0.020257,0.012543,-0.001728,0.010006,-0.043179,0.090141,0
0.02133,0.021324,0.037061,0.027007,-0.000391,0.008657,0
0.002638,0.059956,0.025578,0.021974,-0.030259,0.06318,0
0.032592,0.003269,0.021425,0.018104,0.006493,0.017266,0
0.023246,0.022584,0.015683,0.015587,-0.00844,0.044527,0
0.013901,0.0419,0.009942,0.013071,-0.023374,0.071788,0
0.043854,-0.014787,0.005788,0.009201,0.013378,0.025875,0
0.025163,0.023844,-0.005694,0.004167,-0.01649,0.080397,0
0.026236,0.032626,0.033095,0.021169,0.026298,-0.001086,0
0.01689,0.051941,0.027354,0.018652,0.011364,0.026175,0
0.007545,0.071257,0.021612,0.016135,-0.00357,0.053436,0
0.037499,0.01457,0.017459,0.012266,0.033182,0.007523,0
0.018807,0.053201,0.005976,0.007232,0.003314,0.062045,0
0.048761,-0.003486,0.001822,0.003362,0.040067,0.016131,0
0.039415,0.01583,-0.003919,0.000845,0.025133,0.043392,0
0.03007,0.035145,-0.00966,-0.001671,0.010199,0.070654,0
-0.002563,0.002567,0.038869,0.031008,-0.020661,0.017714,0
-0.011909,0.021883,0.033127,0.028491,-0.035595,0.044975,0
-0.021254,0.041199,0.027386,0.025975,-0.050529,0.072237,0
0.008699,-0.015488,0.023232,0.022105,-0.013776,0.026323,0
-0.000646,0.003827,0.017491,0.019588,-0.02871,0.053584,0
-0.009992,0.023143,0.01175,0.017071,-0.043644,0.080845,0
0.019962,-0.033544,0.007596,0.013202,-0.006892,0.034932,0
0.010616,-0.014229,0.001854,0.010685,-0.021826,0.062193,0
0.001271,0.005087,-0.003887,0.008168,-0.03676,0.089454,0
0.002344,0.013869,0.034903,0.025169,0.006028,0.007971,0
-0.007002,0.033184,0.029161,0.022653,-0.008906,0.035232,0
-0.016348,0.0525,0.02342,0.020136,-0.02384,0.062493,0
0.013606,-0.004187,0.019266,0.016266,0.012912,0.016579,0
0.00426,0.015128,0.013525,0.013749,-0.002022,0.043841,0
-0.005085,0.034444,0.007784,0.011233,-0.016956,0.071102,0
0.024868,-0.022243,0.00363,0.007363,0.019797,0.025188,0
0.015523,-0.002927,-0.002112,0.004846,0.004863,0.052449,0
0.00725,0.02517,0.030937,0.019331,0.032716,-0.001773,0
-0.011441,0.063801,0.019454,0.014297,0.002849,0.05275,0
0.018512,0.007114,0.0153,0.010428,0.039601,0.006836,0
0.009167,0.02643,0.009559,0.007911,0.024667,0.034097,0
-0.000179,0.045745,0.003818,0.005394,0.009733,0.061358,0
0.029775,-0.010942,-0.000336,0.001524,0.046486,0.015445,0
0.011084,0.02769,-0.011819,-0.003509,0.016618,0.069967,0
-0.021549,-0.004888,0.03671,0.02917,-0.014242,0.017027,0
-0.04024,0.033743,0.025228,0.024137,-0.04411,0.07155,0
-0.028978,0.015687,0.009591,0.015233,-0.037226,0.080159,0
0.000976,-0.041,0.005437,0.011364,-0.000473,0.034245,0
-0.017716,-0.002369,-0.006045,0.00633,-0.030341,0.088767,0
-0.016643,0.006413,0.032744,0.023332,0.012446,0.007284,0
-0.035334,0.045044,0.021262,0.018298,-0.017421,0.061806,0
-0.00538,-0.011643,0.017108,0.014428,0.019331,0.015893,0
-0.014726,0.007673,0.011366,0.011911,0.004397,0.043154,0
-0.024071,0.026988,0.005625,0.009395,-0.010537,0.070415,0
0.005882,-0.029699,0.001471,0.005525,0.026216,0.024502,0
-0.003463,-0.010383,-0.00427,0.003008,0.011282,0.051763,0
-0.012809,0.008932,-0.010011,0.000491,-0.003652,0.079024,0
-0.011736,0.017714,0.028778,0.017493,0.039135,-0.002459,0
-0.021082,0.03703,0.023037,0.014976,0.024201,0.024802,0
-0.000474,-0.000342,0.013142,0.00859,0.04602,0.006149,0
-0.009819,0.018974,0.0074,0.006073,0.031086,0.033411,0
-0.019165,0.03829,0.001659,0.003556,0.016152,0.060672,0
0.001443,0.000918,-0.008236,-0.00283,0.037971,0.042019,0
-0.007902,0.020234,-0.013977,-0.005347,0.023037,0.06928,0
-0.040535,-0.012344,0.034552,0.027332,-0.007824,0.016341,0
-0.059226,0.026287,0.023069,0.022299,-0.037691,0.070863,0
-0.029273,-0.0304,0.018915,0.018429,-0.000939,0.02495,0
-0.038618,-0.011084,0.013174,0.015912,-0.015873,0.052211,0
-0.01801,-0.048456,0.003279,0.009526,0.005946,0.033558,0
-0.027356,-0.02914,-0.002462,0.007009,-0.008988,0.06082,0
-0.035629,-0.001043,0.030586,0.021494,0.018865,0.006597,0
-0.024366,-0.019099,0.014949,0.01259,0.02575,0.015206,0
-0.033712,0.000217,0.009208,0.010074,0.010816,0.042467,0
-0.043057,0.019532,0.003467,0.007557,-0.004118,0.069729,0
-0.013104,-0.037155,-0.000687,0.003687,0.032634,0.023815,0
-0.022449,-0.017839,-0.006428,0.00117,0.017701,0.051076,0
-0.040068,0.029574,0.020878,0.013138,0.03062,0.024115,0
-0.049413,0.04889,0.015137,0.010621,0.015686,0.051376,0
-0.01946,-0.007798,0.010983,0.006752,0.052439,0.005463,0
-0.028805,0.011518,0.005242,0.004235,0.037505,0.032724,0
-0.038151,0.030834,-0.000499,0.001718,0.022571,0.059985,0
-0.008197,-0.025853,-0.004653,-0.002152,0.059323,0.014071,0
-0.026889,0.012778,-0.016136,-0.007185,0.029455,0.068594,0
0.015738,0.011215,0.027312,0.029608,-0.033436,0.002375,0
0.006393,0.030531,0.021571,0.027091,-0.04837,0.029636,0
0.027001,-0.006841,0.011676,0.020704,-0.026551,0.010983,0
0.017655,0.012475,0.005935,0.018188,-0.041485,0.038245,0
0.008309,0.031791,0.000193,0.015671,-0.056419,0.065506,0
0.038263,-0.024896,-0.00396,0.011801,-0.019667,0.019592,0
0.028917,-0.005581,-0.009702,0.009284,-0.0346,0.046853,0
0.019572,0.013735,-0.015443,0.006768,-0.049534,0.074114,0
0.020645,0.022517,0.023346,0.023769,-0.006747,-0.007369,0
0.011299,0.041832,0.017605,0.021252,-0.021681,0.019892,0
0.001954,0.061148,0.011864,0.018735,-0.036615,0.047154,1
0.031907,0.004461,0.00771,0.014866,0.000138,0.00124,0
0.013216,0.043092,-0.003773,0.009832,-0.02973,0.055762,1
0.04317,-0.013595,-0.007926,0.005963,0.007022,0.009849,0
0.033824,0.005721,-0.013668,0.003446,-0.007912,0.03711,1
0.024478,0.025036,-0.019409,0.000929,-0.022846,0.064371,1
0.025551,0.033818,0.01938,0.01793,0.019942,-0.017112,0
0.016206,0.053133,0.013639,0.015414,0.005008,0.010149,0
0.00686,0.072449,0.007898,0.012897,-0.009926,0.03741,0
0.036814,0.015762,0.003744,0.009027,0.026826,-0.008504,0
0.027468,0.035078,-0.001997,0.00651,0.011892,0.018758,0
0.018122,0.054393,-0.007739,0.003994,-0.003042,0.046019,1
0.048076,-0.002294,-0.011892,0.000124,0.033711,0.000105,0
0.038731,0.017022,-0.017634,-0.002393,0.018777,0.027366,1
0.029385,0.036337,-0.023375,-0.00491,0.003843,0.054628,1
-0.003248,0.003759,0.025154,0.02777,-0.027017,0.001688,0
-0.021939,0.042391,0.013671,0.022736,-0.056885,0.05621,0
0.008015,-0.014296,0.009518,0.018867,-0.020132,0.010297,0
-0.001331,0.005019,0.003776,0.01635,-0.035066,0.037558,0
-0.010677,0.024335,-0.001965,0.013833,-0.05,0.064819,0
0.019277,-0.032352,-0.006119,0.009963,-0.013248,0.018905,0
0.009931,-0.013037,-0.01186,0.007447,-0.028182,0.046167,0
0.000586,0.006279,-0.017601,0.00493,-0.043116,0.073428,0
0.001659,0.015061,0.021188,0.021931,-0.000328,-0.008055,0
