K1,K2,K3,K4,K5,K6,ClassValues
8.660254,0,6.928203,-3.464102,3.464102,0,unacc
8.660254,0,6.928203,-3.464102,3.464102,0,unacc
8.660254,0,6.928203,-3.464102,3.464102,0,unacc
8.660254,0,8.660254,-3.464102,3.464102,0,unacc
8.660254,0,8.660254,-3.464102,3.464102,0,unacc
8.660254,0,8.660254,-3.464102,3.464102,0,unacc
0,0,0,0,0,0,unacc
0,0,0,0,0,0,unacc
0,0,1.732051,0,0,0,unacc
0,0,1.732051,0,0,0,unacc
0,0,3.464102,0,0,0,unacc
0,0,3.464102,0,0,0,unacc
0,0,3.464102,0,0,0,unacc
1.732051,0,0,-1.732051,1.732051,0,unacc
1.732051,0,0,-1.732051,1.732051,0,unacc
1.732051,0,1.732051,-1.732051,1.732051,0,unacc
1.732051,0,1.732051,-1.732051,1.732051,0,unacc
1.732051,0,1.732051,-1.732051,1.732051,0,acc
1.732051,0,3.464102,-1.732051,1.732051,0,unacc
1.732051,0,3.464102,-1.732051,1.732051,0,acc
3.464102,0,0,-3.464102,3.464102,0,unacc
3.464102,0,0,-3.464102,3.464102,0,unacc
3.464102,0,1.732051,-3.464102,3.464102,0,unacc
3.464102,0,1.732051,-3.464102,3.464102,0,acc
3.464102,0,3.464102,-3.464102,3.464102,0,acc
1.732051,0,1.732051,0,0,0,unacc
1.732051,0,3.464102,0,0,0,unacc
1.732051,0,3.464102,0,0,0,unacc
1.732051,0,5.196152,0,0,0,unacc
1.732051,0,5.196152,0,0,0,unacc
1.732051,0,5.196152,0,0,0,unacc
3.464102,0,1.732051,-1.732051,1.732051,0,unacc
3.464102,0,1.732051,-1.732051,1.732051,0,unacc
3.464102,0,1.732051,-1.732051,1.732051,0,acc
3.464102,0,3.464102,-1.732051,1.732051,0,acc
3.464102,0,5.196152,-1.732051,1.732051,0,unacc
3.464102,0,5.196152,-1.732051,1.732051,0,acc
3.464102,0,5.196152,-1.732051,1.732051,0,acc
5.196152,0,1.732051,-3.464102,3.464102,0,unacc
5.196152,0,1.732051,-3.464102,3.464102,0,unacc
5.196152,0,3.464102,-3.464102,3.464102,0,unacc
5.196152,0,3.464102,-3.464102,3.464102,0,acc
5.196152,0,3.464102,-3.464102,3.464102,0,acc
5.196152,0,5.196152,-3.464102,3.464102,0,acc
5.196152,0,5.196152,-3.464102,3.464102,0,acc
3.464102,0,5.196152,0,0,0,unacc
3.464102,0,5.196152,0,0,0,unacc
3.464102,0,5.196152,0,0,0,unacc
3.464102,0,6.928203,0,0,0,unacc
3.464102,0,6.928203,0,0,0,unacc
3.464102,0,6.928203,0,0,0,unacc
5.196152,0,3.464102,-1.732051,1.732051,0,unacc
5.196152,0,3.464102,-1.732051,1.732051,0,unacc
5.196152,0,3.464102,-1.732051,1.732051,0,acc
5.196152,0,5.196152,-1.732051,1.732051,0,unacc
5.196152,0,5.196152,-1.732051,1.732051,0,acc
5.196152,0,5.196152,-1.732051,1.732051,0,acc
5.196152,0,6.928203,-1.732051,1.732051,0,unacc
5.196152,0,6.928203,-1.732051,1.732051,0,acc
5.196152,0,6.928203,-1.732051,1.732051,0,acc
6.928203,0,3.464102,-3.464102,3.464102,0,unacc
6.928203,0,3.464102,-3.464102,3.464102,0,unacc
6.928203,0,3.464102,-3.464102,3.464102,0,acc
6.928203,0,5.196152,-3.464102,3.464102,0,unacc
6.928203,0,5.196152,-3.464102,3.464102,0,acc
6.928203,0,5.196152,-3.464102,3.464102,0,acc
6.928203,0,6.928203,-3.464102,3.464102,0,unacc
6.928203,0,6.928203,-3.464102,3.464102,0,acc
6.928203,0,6.928203,-3.464102,3.464102,0,acc
5.196152,0,5.196152,0,0,0,unacc
5.196152,0,5.196152,0,0,0,unacc
5.196152,0,5.196152,0,0,0,unacc
5.196152,0,6.928203,0,0,0,unacc
5.196152,0,6.928203,0,0,0,unacc
5.196152,0,6.928203,0,0,0,unacc
5.196152,0,8.660254,0,0,0,unacc
5.196152,0,8.660254,0,0,0,unacc
5.196152,0,8.660254,0,0,0,unacc
6.928203,0,5.196152,-1.732051,1.732051,0,unacc
6.928203,0,5.196152,-1.732051,1.732051,0,acc
6.928203,0,6.928203,-1.732051,1.732051,0,unacc
6.928203,0,6.928203,-1.732051,1.732051,0,acc
6.928203,0,8.660254,-1.732051,1.732051,0,unacc
6.928203,0,8.660254,-1.732051,1.732051,0,acc
6.928203,0,8.660254,-1.732051,1.732051,0,acc
8.660254,0,5.196152,-3.464102,3.464102,0,unacc
8.660254,0,5.196152,-3.464102,3.464102,0,acc
8.660254,0,6.928203,-3.464102,3.464102,0,unacc
8.660254,0,6.928203,-3.464102,3.464102,0,acc
8.660254,0,6.928203,-3.464102,3.464102,0,acc
8.660254,0,8.660254,-3.464102,3.464102,0,acc
0,0,0,0,0,0,unacc
0,0,0,0,0,0,unacc
0,0,0,0,0,0,unacc
0,0,1.732051,0,0,0,unacc
0,0,1.732051,0,0,0,unacc
0,0,1.732051,0,0,0,unacc
0,0,3.464102,0,0,0,unacc
0,0,3.464102,0,0,0,unacc
0,0,3.464102,0,0,0,unacc
1.732051,0,0,-1.732051,1.732051,0,unacc
1.732051,0,0,-1.732051,1.732051,0,unacc
1.732051,0,1.732051,-1.732051,1.732051,0,unacc
1.732051,0,1.732051,-1.732051,1.732051,0,unacc
1.732051,0,1.732051,-1.732051,1.732051,0,acc
1.732051,0,3.464102,-1.732051,1.732051,0,unacc
1.732051,0,3.464102,-1.732051,1.732051,0,acc
1.732051,0,3.464102,-1.732051,1.732051,0,acc
3.464102,0,0,-3.464102,3.464102,0,unacc
3.464102,0,0,-3.464102,3.464102,0,unacc
3.464102,0,0,-3.464102,3.464102,0,unacc
3.464102,0,1.732051,-3.464102,3.464102,0,unacc
3.464102,0,3.464102,-3.464102,3.464102,0,acc
1.732051,0,1.732051,0,0,0,unacc
1.732051,0,1.732051,0,0,0,unacc
1.732051,0,1.732051,0,0,0,unacc
1.732051,0,3.464102,0,0,0,unacc
1.732051,0,3.464102,0,0,0,unacc
1.732051,0,5.196152,0,0,0,unacc
3.464102,0,1.732051,-1.732051,1.732051,0,unacc
3.464102,0,1.732051,-1.732051,1.732051,0,unacc
3.464102,0,3.464102,-1.732051,1.732051,0,unacc
3.464102,0,3.464102,-1.732051,1.732051,0,acc
3.464102,0,5.196152,-1.732051,1.732051,0,acc
3.464102,0,5.196152,-1.732051,1.732051,0,acc
5.196152,0,1.732051,-3.464102,3.464102,0,unacc
5.196152,0,1.732051,-3.464102,3.464102,0,unacc
5.196152,0,1.732051,-3.464102,3.464102,0,acc
5.196152,0,3.464102,-3.464102,3.464102,0,unacc
5.196152,0,3.464102,-3.464102,3.464102,0,acc
5.196152,0,5.196152,-3.464102,3.464102,0,unacc
5.196152,0,5.196152,-3.464102,3.464102,0,acc
3.464102,0,3.464102,0,0,0,unacc
3.464102,0,3.464102,0,0,0,unacc
3.464102,0,3.464102,0,0,0,unacc
3.464102,0,5.196152,0,0,0,unacc
3.464102,0,5.196152,0,0,0,unacc
3.464102,0,5.196152,0,0,0,unacc
3.464102,0,6.928203,0,0,0,unacc
3.464102,0,6.928203,0,0,0,unacc
5.196152,0,3.464102,-1.732051,1.732051,0,acc
5.196152,0,5.196152,-1.732051,1.732051,0,unacc
5.196152,0,5.196152,-1.732051,1.732051,0,acc
5.196152,0,5.196152,-1.732051,1.732051,0,acc
5.196152,0,6.928203,-1.732051,1.732051,0,acc
5.196152,0,6.928203,-1.732051,1.732051,0,acc
6.928203,0,3.464102,-3.464102,3.464102,0,unacc
6.928203,0,3.464102,-3.464102,3.464102,0,acc
6.928203,0,5.196152,-3.464102,3.464102,0,unacc
6.928203,0,5.196152,-3.464102,3.464102,0,acc
6.928203,0,5.196152,-3.464102,3.464102,0,acc
6.928203,0,6.928203,-3.464102,3.464102,0,unacc
6.928203,0,6.928203,-3.464102,3.464102,0,acc
5.196152,0,5.196152,0,0,0,unacc
5.196152,0,5.196152,0,0,0,unacc
5.196152,0,6.928203,0,0,0,unacc
5.196152,0,6.928203,0,0,0,unacc
5.196152,0,6.928203,0,0,0,unacc
5.196152,0,8.660254,0,0,0,unacc
5.196152,0,8.660254,0,0,0,unacc
6.928203,0,5.196152,-1.732051,1.732051,0,unacc
6.928203,0,5.196152,-1.732051,1.732051,0,unacc
6.928203,0,5.196152,-1.732051,1.732051,0,acc
6.928203,0,6.928203,-1.732051,1.732051,0,unacc
6.928203,0,6.928203,-1.732051,1.732051,0,acc
6.928203,0,6.928203,-1.732051,1.732051,0,acc
6.928203,0,8.660254,-1.732051,1.732051,0,unacc
6.928203,0,8.660254,-1.732051,1.732051,0,acc
8.660254,0,5.196152,-3.464102,3.464102,0,unacc
8.660254,0,5.196152,-3.464102,3.464102,0,unacc
8.660254,0,5.196152,-3.464102,3.464102,0,acc
8.660254,0,6.928203,-3.464102,3.464102,0,acc
8.660254,0,6.928203,-3.464102,3.464102,0,acc
8.660254,0,8.660254,-3.464102,3.464102,0,unacc
8.660254,0,8.660254,-3.464102,3.464102,0,acc
8.660254,0,8.660254,-3.464102,3.464102,0,acc
0,1.732051,1.732051,0,0,0,unacc
0,1.732051,1.732051,0,0,0,unacc
0,1.732051,1.732051,0,0,0,unacc
0,1.732051,3.464102,0,0,0,unacc
0,1.732051,3.464102,0,0,0,unacc
0,1.732051,5.196152,0,0,0,unacc
0,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,1.732051,-1.732051,1.732051,0,unacc
1.732051,1.732051,1.732051,-1.732051,1.732051,0,unacc
1.732051,1.732051,3.464102,-1.732051,1.732051,0,unacc
1.732051,1.732051,3.464102,-1.732051,1.732051,0,unacc
1.732051,1.732051,3.464102,-1.732051,1.732051,0,unacc
1.732051,1.732051,5.196152,-1.732051,1.732051,0,unacc
1.732051,1.732051,5.196152,-1.732051,1.732051,0,unacc
3.464102,1.732051,1.732051,-3.464102,3.464102,0,unacc
3.464102,1.732051,1.732051,-3.464102,3.464102,0,unacc
3.464102,1.732051,1.732051,-3.464102,3.464102,0,unacc
3.464102,1.732051,3.464102,-3.464102,3.464102,0,unacc
3.464102,1.732051,3.464102,-3.464102,3.464102,0,unacc
3.464102,1.732051,5.196152,-3.464102,3.464102,0,unacc
3.464102,1.732051,5.196152,-3.464102,3.464102,0,unacc
3.464102,1.732051,5.196152,-3.464102,3.464102,0,unacc
1.732051,1.732051,3.464102,0,0,0,unacc
1.732051,1.732051,3.464102,0,0,0,unacc
1.732051,1.732051,3.464102,0,0,0,unacc
1.732051,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,6.928203,0,0,0,unacc
1.732051,1.732051,6.928203,0,0,0,unacc
1.732051,1.732051,6.928203,0,0,0,unacc
3.464102,1.732051,3.464102,-1.732051,1.732051,0,unacc
3.464102,1.732051,3.464102,-1.732051,1.732051,0,unacc
3.464102,1.732051,3.464102,-1.732051,1.732051,0,unacc
3.464102,1.732051,5.196152,-1.732051,1.732051,0,unacc
3.464102,1.732051,5.196152,-1.732051,1.732051,0,unacc
3.464102,1.732051,5.196152,-1.732051,1.732051,0,unacc
3.464102,1.732051,6.928203,-1.732051,1.732051,0,unacc
3.464102,1.732051,6.928203,-1.732051,1.732051,0,unacc
5.196152,1.732051,3.464102,-3.464102,3.464102,0,unacc
5.196152,1.732051,3.464102,-3.464102,3.464102,0,unacc
5.196152,1.732051,5.196152,-3.464102,3.464102,0,unacc
5.196152,1.732051,5.196152,-3.464102,3.464102,0,unacc
5.196152,1.732051,5.196152,-3.464102,3.464102,0,unacc
5.196152,1.732051,6.928203,-3.464102,3.464102,0,unacc
5.196152,1.732051,6.928203,-3.464102,3.464102,0,unacc
3.464102,1.732051,5.196152,0,0,0,unacc
3.464102,1.732051,5.196152,0,0,0,unacc
3.464102,1.732051,6.928203,0,0,0,unacc
3.464102,1.732051,8.660254,0,0,0,unacc
3.464102,1.732051,8.660254,0,0,0,unacc
5.196152,1.732051,5.196152,-1.732051,1.732051,0,unacc
5.196152,1.732051,5.196152,-1.732051,1.732051,0,unacc
5.196152,1.732051,6.928203,-1.732051,1.732051,0,unacc
5.196152,1.732051,6.928203,-1.732051,1.732051,0,unacc
5.196152,1.732051,6.928203,-1.732051,1.732051,0,unacc
5.196152,1.732051,8.660254,-1.732051,1.732051,0,unacc
5.196152,1.732051,8.660254,-1.732051,1.732051,0,unacc
5.196152,1.732051,8.660254,-1.732051,1.732051,0,unacc
6.928203,1.732051,5.196152,-3.464102,3.464102,0,unacc
6.928203,1.732051,5.196152,-3.464102,3.464102,0,unacc
6.928203,1.732051,6.928203,-3.464102,3.464102,0,unacc
6.928203,1.732051,6.928203,-3.464102,3.464102,0,unacc
6.928203,1.732051,6.928203,-3.464102,3.464102,0,unacc
6.928203,1.732051,8.660254,-3.464102,3.464102,0,unacc
6.928203,1.732051,8.660254,-3.464102,3.464102,0,unacc
5.196152,1.732051,6.928203,0,0,0,unacc
5.196152,1.732051,6.928203,0,0,0,unacc
5.196152,1.732051,8.660254,0,0,0,unacc
5.196152,1.732051,8.660254,0,0,0,unacc
5.196152,1.732051,10.392305,0,0,0,unacc
5.196152,1.732051,10.392305,0,0,0,unacc
6.928203,1.732051,6.928203,-1.732051,1.732051,0,unacc
6.928203,1.732051,8.660254,-1.732051,1.732051,0,unacc
6.928203,1.732051,8.660254,-1.732051,1.732051,0,unacc
6.928203,1.732051,8.660254,-1.732051,1.732051,0,unacc
6.928203,1.732051,10.392305,-1.732051,1.732051,0,unacc
6.928203,1.732051,10.392305,-1.732051,1.732051,0,unacc
8.660254,1.732051,6.928203,-3.464102,3.464102,0,unacc
8.660254,1.732051,6.928203,-3.464102,3.464102,0,unacc
8.660254,1.732051,8.660254,-3.464102,3.464102,0,unacc
8.660254,1.732051,8.660254,-3.464102,3.464102,0,unacc
8.660254,1.732051,8.660254,-3.464102,3.464102,0,unacc
8.660254,1.732051,10.392305,-3.464102,3.464102,0,unacc
8.660254,1.732051,10.392305,-3.464102,3.464102,0,unacc
0,1.732051,1.732051,0,0,0,unacc
0,1.732051,1.732051,0,0,0,unacc
0,1.732051,3.464102,0,0,0,unacc
0,1.732051,3.464102,0,0,0,unacc
0,1.732051,3.464102,0,0,0,unacc
0,1.732051,5.196152,0,0,0,unacc
0,1.732051,5.196152,0,0,0,unacc
0,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,1.732051,-1.732051,1.732051,0,unacc
1.732051,1.732051,1.732051,-1.732051,1.732051,0,unacc
1.732051,1.732051,1.732051,-1.732051,1.732051,0,acc
1.732051,1.732051,3.464102,-1.732051,1.732051,0,unacc
1.732051,1.732051,3.464102,-1.732051,1.732051,0,acc
1.732051,1.732051,5.196152,-1.732051,1.732051,0,unacc
1.732051,1.732051,5.196152,-1.732051,1.732051,0,acc
1.732051,1.732051,5.196152,-1.732051,1.732051,0,acc
3.464102,1.732051,1.732051,-3.464102,3.464102,0,unacc
3.464102,1.732051,1.732051,-3.464102,3.464102,0,unacc
3.464102,1.732051,1.732051,-3.464102,3.464102,0,unacc
3.464102,1.732051,3.464102,-3.464102,3.464102,0,unacc
3.464102,1.732051,3.464102,-3.464102,3.464102,0,unacc
3.464102,1.732051,3.464102,-3.464102,3.464102,0,acc
3.464102,1.732051,5.196152,-3.464102,3.464102,0,unacc
3.464102,1.732051,5.196152,-3.464102,3.464102,0,acc
3.464102,1.732051,5.196152,-3.464102,3.464102,0,acc
1.732051,1.732051,3.464102,0,0,0,unacc
1.732051,1.732051,3.464102,0,0,0,unacc
1.732051,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,6.928203,0,0,0,unacc
1.732051,1.732051,6.928203,0,0,0,unacc
1.732051,1.732051,6.928203,0,0,0,unacc
3.464102,1.732051,3.464102,-1.732051,1.732051,0,unacc
3.464102,1.732051,3.464102,-1.732051,1.732051,0,unacc
3.464102,1.732051,3.464102,-1.732051,1.732051,0,acc
3.464102,1.732051,5.196152,-1.732051,1.732051,0,unacc
3.464102,1.732051,5.196152,-1.732051,1.732051,0,acc
3.464102,1.732051,6.928203,-1.732051,1.732051,0,unacc
3.464102,1.732051,6.928203,-1.732051,1.732051,0,acc
3.464102,1.732051,6.928203,-1.732051,1.732051,0,acc
5.196152,1.732051,3.464102,-3.464102,3.464102,0,unacc
5.196152,1.732051,3.464102,-3.464102,3.464102,0,unacc
5.196152,1.732051,3.464102,-3.464102,3.464102,0,acc
5.196152,1.732051,5.196152,-3.464102,3.464102,0,unacc
5.196152,1.732051,5.196152,-3.464102,3.464102,0,acc
5.196152,1.732051,5.196152,-3.464102,3.464102,0,acc
5.196152,1.732051,6.928203,-3.464102,3.464102,0,unacc
5.196152,1.732051,6.928203,-3.464102,3.464102,0,acc
5.196152,1.732051,6.928203,-3.464102,3.464102,0,acc
3.464102,1.732051,5.196152,0,0,0,unacc
3.464102,1.732051,5.196152,0,0,0,unacc
3.464102,1.732051,5.196152,0,0,0,unacc
3.464102,1.732051,6.928203,0,0,0,unacc
3.464102,1.732051,6.928203,0,0,0,unacc
3.464102,1.732051,8.660254,0,0,0,unacc
3.464102,1.732051,8.660254,0,0,0,unacc
5.196152,1.732051,5.196152,-1.732051,1.732051,0,unacc
5.196152,1.732051,5.196152,-1.732051,1.732051,0,acc
5.196152,1.732051,6.928203,-1.732051,1.732051,0,unacc
5.196152,1.732051,6.928203,-1.732051,1.732051,0,acc
5.196152,1.732051,6.928203,-1.732051,1.732051,0,acc
5.196152,1.732051,8.660254,-1.732051,1.732051,0,unacc
5.196152,1.732051,8.660254,-1.732051,1.732051,0,acc
6.928203,1.732051,5.196152,-3.464102,3.464102,0,unacc
6.928203,1.732051,5.196152,-3.464102,3.464102,0,unacc
6.928203,1.732051,5.196152,-3.464102,3.464102,0,acc
6.928203,1.732051,6.928203,-3.464102,3.464102,0,unacc
6.928203,1.732051,6.928203,-3.464102,3.464102,0,acc
6.928203,1.732051,6.928203,-3.464102,3.464102,0,acc
6.928203,1.732051,8.660254,-3.464102,3.464102,0,unacc
6.928203,1.732051,8.660254,-3.464102,3.464102,0,acc
6.928203,1.732051,8.660254,-3.464102,3.464102,0,acc
5.196152,1.732051,6.928203,0,0,0,unacc
5.196152,1.732051,6.928203,0,0,0,unacc
5.196152,1.732051,8.660254,0,0,0,unacc
5.196152,1.732051,8.660254,0,0,0,unacc
5.196152,1.732051,8.660254,0,0,0,unacc
5.196152,1.732051,10.392305,0,0,0,unacc
5.196152,1.732051,10.392305,0,0,0,unacc
5.196152,1.732051,10.392305,0,0,0,unacc
6.928203,1.732051,6.928203,-1.732051,1.732051,0,unacc
6.928203,1.732051,6.928203,-1.732051,1.732051,0,unacc
6.928203,1.732051,6.928203,-1.732051,1.732051,0,acc
6.928203,1.732051,8.660254,-1.732051,1.732051,0,unacc
6.928203,1.732051,8.660254,-1.732051,1.732051,0,acc
6.928203,1.732051,8.660254,-1.732051,1.732051,0,acc
6.928203,1.732051,10.392305,-1.732051,1.732051,0,unacc
6.928203,1.732051,10.392305,-1.732051,1.732051,0,acc
6.928203,1.732051,10.392305,-1.732051,1.732051,0,acc
8.660254,1.732051,6.928203,-3.464102,3.464102,0,unacc
8.660254,1.732051,6.928203,-3.464102,3.464102,0,unacc
8.660254,1.732051,6.928203,-3.464102,3.464102,0,acc
8.660254,1.732051,8.660254,-3.464102,3.464102,0,acc
8.660254,1.732051,8.660254,-3.464102,3.464102,0,acc
8.660254,1.732051,10.392305,-3.464102,3.464102,0,unacc
0,1.732051,1.732051,0,0,0,unacc
0,1.732051,1.732051,0,0,0,unacc
0,1.732051,1.732051,0,0,0,unacc
0,1.732051,3.464102,0,0,0,unacc
0,1.732051,3.464102,0,0,0,unacc
0,1.732051,3.464102,0,0,0,unacc
0,1.732051,5.196152,0,0,0,unacc
0,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,1.732051,-1.732051,1.732051,0,unacc
1.732051,1.732051,1.732051,-1.732051,1.732051,0,acc
1.732051,1.732051,3.464102,-1.732051,1.732051,0,unacc
1.732051,1.732051,3.464102,-1.732051,1.732051,0,unacc
1.732051,1.732051,3.464102,-1.732051,1.732051,0,acc
1.732051,1.732051,5.196152,-1.732051,1.732051,0,unacc
1.732051,1.732051,5.196152,-1.732051,1.732051,0,acc
1.732051,1.732051,5.196152,-1.732051,1.732051,0,acc
3.464102,1.732051,3.464102,-3.464102,3.464102,0,unacc
3.464102,1.732051,3.464102,-3.464102,3.464102,0,unacc
3.464102,1.732051,3.464102,-3.464102,3.464102,0,acc
3.464102,1.732051,5.196152,-3.464102,3.464102,0,unacc
3.464102,1.732051,5.196152,-3.464102,3.464102,0,acc
3.464102,1.732051,5.196152,-3.464102,3.464102,0,acc
1.732051,1.732051,3.464102,0,0,0,unacc
1.732051,1.732051,3.464102,0,0,0,unacc
1.732051,1.732051,3.464102,0,0,0,unacc
1.732051,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,6.928203,0,0,0,unacc
1.732051,1.732051,6.928203,0,0,0,unacc
1.732051,1.732051,6.928203,0,0,0,unacc
3.464102,1.732051,3.464102,-1.732051,1.732051,0,unacc
3.464102,1.732051,3.464102,-1.732051,1.732051,0,unacc
3.464102,1.732051,3.464102,-1.732051,1.732051,0,acc
3.464102,1.732051,5.196152,-1.732051,1.732051,0,unacc
3.464102,1.732051,5.196152,-1.732051,1.732051,0,unacc
3.464102,1.732051,5.196152,-1.732051,1.732051,0,acc
3.464102,1.732051,6.928203,-1.732051,1.732051,0,unacc
3.464102,1.732051,6.928203,-1.732051,1.732051,0,acc
3.464102,1.732051,6.928203,-1.732051,1.732051,0,acc
5.196152,1.732051,3.464102,-3.464102,3.464102,0,unacc
5.196152,1.732051,3.464102,-3.464102,3.464102,0,acc
5.196152,1.732051,5.196152,-3.464102,3.464102,0,unacc
5.196152,1.732051,5.196152,-3.464102,3.464102,0,acc
5.196152,1.732051,6.928203,-3.464102,3.464102,0,unacc
5.196152,1.732051,6.928203,-3.464102,3.464102,0,acc
5.196152,1.732051,6.928203,-3.464102,3.464102,0,acc
3.464102,1.732051,5.196152,0,0,0,unacc
3.464102,1.732051,5.196152,0,0,0,unacc
3.464102,1.732051,5.196152,0,0,0,unacc
3.464102,1.732051,6.928203,0,0,0,unacc
3.464102,1.732051,6.928203,0,0,0,unacc
3.464102,1.732051,6.928203,0,0,0,unacc
3.464102,1.732051,8.660254,0,0,0,unacc
3.464102,1.732051,8.660254,0,0,0,unacc
5.196152,1.732051,5.196152,-1.732051,1.732051,0,unacc
5.196152,1.732051,5.196152,-1.732051,1.732051,0,unacc
5.196152,1.732051,5.196152,-1.732051,1.732051,0,acc
5.196152,1.732051,6.928203,-1.732051,1.732051,0,unacc
5.196152,1.732051,8.660254,-1.732051,1.732051,0,unacc
5.196152,1.732051,8.660254,-1.732051,1.732051,0,acc
5.196152,1.732051,8.660254,-1.732051,1.732051,0,acc
6.928203,1.732051,5.196152,-3.464102,3.464102,0,unacc
6.928203,1.732051,5.196152,-3.464102,3.464102,0,acc
6.928203,1.732051,6.928203,-3.464102,3.464102,0,unacc
6.928203,1.732051,6.928203,-3.464102,3.464102,0,acc
6.928203,1.732051,8.660254,-3.464102,3.464102,0,acc
6.928203,1.732051,8.660254,-3.464102,3.464102,0,acc
5.196152,1.732051,6.928203,0,0,0,unacc
5.196152,1.732051,6.928203,0,0,0,unacc
5.196152,1.732051,8.660254,0,0,0,unacc
5.196152,1.732051,8.660254,0,0,0,unacc
5.196152,1.732051,10.392305,0,0,0,unacc
5.196152,1.732051,10.392305,0,0,0,unacc
6.928203,1.732051,6.928203,-1.732051,1.732051,0,unacc
6.928203,1.732051,6.928203,-1.732051,1.732051,0,acc
6.928203,1.732051,8.660254,-1.732051,1.732051,0,acc
6.928203,1.732051,8.660254,-1.732051,1.732051,0,acc
6.928203,1.732051,10.392305,-1.732051,1.732051,0,unacc
6.928203,1.732051,10.392305,-1.732051,1.732051,0,acc
6.928203,1.732051,10.392305,-1.732051,1.732051,0,acc
8.660254,1.732051,6.928203,-3.464102,3.464102,0,unacc
8.660254,1.732051,6.928203,-3.464102,3.464102,0,unacc
8.660254,1.732051,6.928203,-3.464102,3.464102,0,acc
8.660254,1.732051,8.660254,-3.464102,3.464102,0,unacc
8.660254,1.732051,8.660254,-3.464102,3.464102,0,acc
8.660254,1.732051,10.392305,-3.464102,3.464102,0,unacc
8.660254,1.732051,10.392305,-3.464102,3.464102,0,acc
8.660254,1.732051,10.392305,-3.464102,3.464102,0,acc
0,1.732051,1.732051,0,0,0,unacc
0,1.732051,1.732051,0,0,0,unacc
0,1.732051,3.464102,0,0,0,unacc
0,1.732051,3.464102,0,0,0,unacc
0,1.732051,3.464102,0,0,0,unacc
0,1.732051,5.196152,0,0,0,unacc
0,1.732051,5.196152,0,0,0,unacc
0,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,1.732051,-1.732051,1.732051,0,unacc
1.732051,1.732051,1.732051,-1.732051,1.732051,0,unacc
1.732051,1.732051,1.732051,-1.732051,1.732051,0,acc
1.732051,1.732051,3.464102,-1.732051,1.732051,0,unacc
1.732051,1.732051,3.464102,-1.732051,1.732051,0,unacc
1.732051,1.732051,3.464102,-1.732051,1.732051,0,acc
1.732051,1.732051,5.196152,-1.732051,1.732051,0,unacc
1.732051,1.732051,5.196152,-1.732051,1.732051,0,acc
3.464102,1.732051,1.732051,-3.464102,3.464102,0,unacc
3.464102,1.732051,1.732051,-3.464102,3.464102,0,unacc
3.464102,1.732051,1.732051,-3.464102,3.464102,0,unacc
3.464102,1.732051,3.464102,-3.464102,3.464102,0,unacc
3.464102,1.732051,3.464102,-3.464102,3.464102,0,unacc
3.464102,1.732051,3.464102,-3.464102,3.464102,0,acc
3.464102,1.732051,5.196152,-3.464102,3.464102,0,unacc
3.464102,1.732051,5.196152,-3.464102,3.464102,0,acc
3.464102,1.732051,5.196152,-3.464102,3.464102,0,acc
1.732051,1.732051,3.464102,0,0,0,unacc
1.732051,1.732051,5.196152,0,0,0,unacc
1.732051,1.732051,6.928203,0,0,0,unacc
1.732051,1.732051,6.928203,0,0,0,unacc
3.464102,1.732051,3.464102,-1.732051,1.732051,0,unacc
3.464102,1.732051,3.464102,-1.732051,1.732051,0,unacc
3.464102,1.732051,3.464102,-1.732051,1.732051,0,acc
3.464102,1.732051,5.196152,-1.732051,1.732051,0,unacc
3.464102,1.732051,5.196152,-1.732051,1.732051,0,unacc
3.464102,1.732051,5.196152,-1.732051,1.732051,0,acc
3.464102,1.732051,6.928203,-1.732051,1.732051,0,acc
5.196152,1.732051,3.464102,-3.464102,3.464102,0,unacc
5.196152,1.732051,3.464102,-3.464102,3.464102,0,unacc
5.196152,1.732051,5.196152,-3.464102,3.464102,0,unacc
5.196152,1.732051,5.196152,-3.464102,3.464102,0,acc
5.196152,1.732051,5.196152,-3.464102,3.464102,0,acc
5.196152,1.732051,6.928203,-3.464102,3.464102,0,acc
5.196152,1.732051,6.928203,-3.464102,3.464102,0,acc
3.464102,1.732051,5.196152,0,0,0,unacc
3.464102,1.732051,5.196152,0,0,0,unacc
3.464102,1.732051,5.196152,0,0,0,unacc
3.464102,1.732051,6.928203,0,0,0,unacc
3.464102,1.732051,6.928203,0,0,0,unacc
3.464102,1.732051,6.928203,0,0,0,unacc
3.464102,1.732051,8.660254,0,0,0,unacc
3.464102,1.732051,8.660254,0,0,0,unacc
5.196152,1.732051,5.196152,-1.732051,1.732051,0,unacc
5.196152,1.732051,5.196152,-1.732051,1.732051,0,unacc
